height_score,player_x,player_y,nearest_plat_x,nearest_plat_y
125,284,-5864,148,-5895
125,273,-5863,148,-5895
125,261,-5861,148,-5895
125,249,-5858,148,-5895
125,236,-5854,148,-5895
125,223,-5850,148,-5895
125,209,-5845,148,-5895
125,195,-5839,148,-5895
125,180,-5832,148,-5895
125,165,-5824,148,-5895
125,150,-5815,148,-5895
125,136,-5805,148,-5895
125,123,-5794,56,-5757
125,111,-5792,56,-5757
125,100,-5811,56,-5757
125,90,-5829,56,-5757
125,81,-5846,148,-5895
125,73,-5862,148,-5895
125,66,-5877,148,-5895
125,60,-5891,148,-5895
125,55,-5904,148,-5895
125,51,-5916,148,-5895
125,48,-5927,130,-5985
125,46,-5937,130,-5985
126,45,-5946,130,-5985
126,45,-5954,130,-5985
126,45,-5961,130,-5985
126,45,-5967,130,-5985
126,45,-5972,130,-5985
126,47,-5976,130,-5985
127,50,-5979,130,-5985
127,52,-5981,130,-5985
127,53,-5982,130,-5985
127,53,-5982,130,-5985
127,53,-5981,130,-5985
127,53,-5979,130,-5985
127,53,-5976,130,-5985
127,53,-5972,130,-5985
127,53,-5968,130,-5985
127,53,-5963,130,-5985
127,53,-5957,130,-5985
127,53,-5950,130,-5985
127,53,-5942,130,-5985
127,53,-5933,130,-5985
127,53,-5923,130,-5985
127,53,-5912,148,-5895
127,53,-5900,148,-5895
127,53,-5887,148,-5895
127,53,-5873,148,-5895
127,53,-5858,56,-5757
127,53,-5842,56,-5757
127,53,-5825,56,-5757
127,55,-5807,56,-5757
127,58,-5792,56,-5757
127,61,-5811,56,-5757
127,65,-5829,56,-5757
127,69,-5846,56,-5757
127,74,-5862,148,-5895
127,79,-5877,148,-5895
127,85,-5891,148,-5895
127,91,-5904,148,-5895
127,98,-5916,148,-5895
127,105,-5927,148,-5895
127,113,-5937,130,-5985
127,121,-5946,130,-5985
127,130,-5954,130,-5985
127,139,-5961,130,-5985
127,147,-5967,130,-5985
127,154,-5972,130,-5985
127,160,-5976,130,-5985
127,165,-5979,130,-5985
127,169,-5981,130,-5985
127,172,-5982,130,-5985
127,174,-5982,130,-5985
127,175,-6020,130,-5985
127,175,-6039,130,-5985
127,175,-6057,130,-5985
128,175,-6074,130,-5985
128,175,-6090,130,-5985
128,175,-6105,130,-5985
129,175,-6119,254,-6236
129,175,-6132,254,-6236
129,175,-6144,254,-6236
129,175,-6155,254,-6236
130,175,-6165,254,-6236
130,175,-6174,254,-6236
130,175,-6182,254,-6236
130,175,-6189,254,-6236
130,175,-6195,254,-6236
131,175,-6200,254,-6236
131,175,-6204,254,-6236
131,175,-6207,254,-6236
131,175,-6209,254,-6236
131,175,-6210,254,-6236
131,175,-6210,254,-6236
131,175,-6209,254,-6236
131,175,-6207,254,-6236
132,175,-6204,254,-6236
132,175,-6200,254,-6236
132,175,-6196,254,-6236
132,175,-6191,254,-6236
132,175,-6185,254,-6236
132,175,-6178,254,-6236
132,175,-6170,254,-6236
132,175,-6161,254,-6236
132,175,-6151,254,-6236
132,175,-6140,254,-6236
132,177,-6128,254,-6236
132,180,-6115,130,-5985
132,183,-6101,130,-5985
132,187,-6086,130,-5985
132,191,-6070,130,-5985
132,196,-6053,130,-5985
132,201,-6035,130,-5985
132,207,-6020,130,-5985
132,213,-6039,130,-5985
132,220,-6057,130,-5985
132,227,-6074,331,-6104
132,235,-6090,331,-6104
132,243,-6105,331,-6104
132,252,-6119,331,-6104
132,261,-6132,331,-6104
132,271,-6144,331,-6104
132,281,-6155,331,-6104
132,292,-6165,331,-6104
132,303,-6174,331,-6104
132,315,-6182,331,-6104
132,326,-6189,331,-6104
132,336,-6195,331,-6104
132,345,-6200,331,-6104
132,353,-6204,331,-6104
132,360,-6207,331,-6104
132,366,-6209,331,-6104
132,371,-6210,331,-6104
132,375,-6210,331,-6104
132,378,-6209,331,-6104
132,380,-6207,331,-6104
132,381,-6204,331,-6104
132,381,-6200,331,-6104
132,381,-6196,331,-6104
132,379,-6191,331,-6104
132,377,-6185,331,-6104
132,374,-6178,331,-6104
132,371,-6170,331,-6104
132,367,-6161,331,-6104
132,363,-6151,331,-6104
132,358,-6140,331,-6104
132,353,-6139,331,-6104
132,347,-6158,331,-6104
132,342,-6176,331,-6104
132,338,-6193,331,-6104
132,335,-6209,254,-6236
132,333,-6224,254,-6236
132,332,-6238,254,-6236
132,332,-6251,254,-6236
132,332,-6263,254,-6236
132,330,-6274,254,-6236
132,328,-6284,254,-6236
132,325,-6293,254,-6236
133,322,-6301,254,-6236
133,318,-6308,254,-6236
133,314,-6314,254,-6236
133,310,-6319,254,-6236
133,307,-6323,254,-6236
133,305,-6326,254,-6236
134,304,-6328,254,-6236
134,304,-6329,254,-6236
134,304,-6329,254,-6236
134,304,-6328,254,-6236
134,304,-6326,254,-6236
134,304,-6323,254,-6236
134,304,-6319,254,-6236
134,304,-6315,254,-6236
134,304,-6310,254,-6236
134,304,-6304,254,-6236
134,304,-6297,254,-6236
134,304,-6289,254,-6236
134,304,-6280,254,-6236
134,304,-6271,254,-6236
134,304,-6290,254,-6236
134,304,-6308,254,-6236
134,302,-6325,254,-6236
134,300,-6341,254,-6236
134,297,-6356,254,-6236
134,294,-6370,407,-6449
134,290,-6383,407,-6449
135,286,-6395,407,-6449
135,281,-6406,407,-6449
135,276,-6416,407,-6449
135,270,-6425,407,-6449
135,265,-6433,407,-6449
135,261,-6440,407,-6449
136,258,-6446,407,-6449
136,256,-6451,129,-6526
136,255,-6455,129,-6526
136,255,-6458,129,-6526
136,255,-6460,129,-6526
136,255,-6461,129,-6526
136,255,-6461,129,-6526
136,255,-6460,129,-6526
137,255,-6458,129,-6526
137,255,-6455,129,-6526
137,255,-6451,129,-6526
137,255,-6447,129,-6526
137,255,-6442,129,-6526
137,255,-6436,407,-6449
137,255,-6429,407,-6449
137,255,-6421,407,-6449
137,255,-6412,159,-6292
137,255,-6402,159,-6292
137,255,-6391,159,-6292
137,253,-6379,159,-6292
137,251,-6366,159,-6292
137,248,-6352,159,-6292
137,245,-6337,159,-6292
137,241,-6327,159,-6292
137,237,-6346,159,-6292
137,232,-6364,159,-6292
137,228,-6381,159,-6292
137,225,-6397,159,-6292
137,223,-6412,159,-6292
137,222,-6426,129,-6526
137,222,-6439,129,-6526
137,222,-6451,129,-6526
137,222,-6462,129,-6526
137,222,-6472,129,-6526
137,222,-6481,129,-6526
137,222,-6489,129,-6526
137,222,-6496,129,-6526
137,222,-6502,129,-6526
137,222,-6507,129,-6526
137,222,-6511,129,-6526
137,222,-6514,129,-6526
137,222,-6516,129,-6526
138,222,-6517,129,-6526
138,224,-6517,129,-6526
138,227,-6516,129,-6526
138,230,-6514,129,-6526
138,234,-6511,129,-6526
138,238,-6507,129,-6526
138,243,-6503,129,-6526
138,248,-6498,129,-6526
138,252,-6492,129,-6526
138,255,-6485,129,-6526
138,257,-6477,129,-6526
138,258,-6468,129,-6526
138,258,-6458,129,-6526
138,258,-6447,407,-6449
138,258,-6435,407,-6449
138,258,-6422,407,-6449
138,258,-6408,159,-6292
138,258,-6393,159,-6292
138,258,-6377,159,-6292
138,258,-6360,159,-6292
138,258,-6342,254,-6236
138,258,-6327,254,-6236
138,258,-6346,254,-6236
138,256,-6364,159,-6292
138,254,-6381,159,-6292
138,251,-6397,159,-6292
138,248,-6412,159,-6292
138,244,-6426,129,-6526
138,240,-6439,129,-6526
138,235,-6451,129,-6526
138,231,-6462,129,-6526
138,228,-6472,129,-6526
138,226,-6481,129,-6526
138,225,-6489,129,-6526
138,225,-6496,129,-6526
138,225,-6502,129,-6526
138,225,-6507,129,-6526
138,225,-6511,129,-6526
138,225,-6514,129,-6526
138,225,-6516,129,-6526
138,225,-6517,129,-6526
138,225,-6517,129,-6526
138,225,-6516,129,-6526
138,225,-6514,129,-6526
138,225,-6511,129,-6526
138,225,-6507,129,-6526
138,225,-6503,129,-6526
138,225,-6498,129,-6526
138,225,-6492,129,-6526
138,225,-6485,129,-6526
138,225,-6477,129,-6526
138,225,-6468,129,-6526
138,225,-6458,129,-6526
138,225,-6447,129,-6526
138,225,-6435,129,-6526
138,225,-6422,129,-6526
138,225,-6408,159,-6292
138,225,-6393,159,-6292
138,225,-6377,159,-6292
138,227,-6360,159,-6292
138,230,-6342,159,-6292
138,233,-6327,159,-6292
138,237,-6346,159,-6292
138,241,-6364,159,-6292
138,246,-6381,159,-6292
138,251,-6397,159,-6292
138,257,-6412,407,-6449
138,263,-6426,407,-6449
138,270,-6439,407,-6449
138,277,-6451,407,-6449
138,285,-6462,407,-6449
138,293,-6472,407,-6449
138,302,-6481,407,-6449
138,311,-6489,407,-6449
138,321,-6496,407,-6449
138,331,-6502,407,-6449
138,342,-6507,407,-6449
138,353,-6511,407,-6449
138,365,-6514,407,-6449
138,377,-6516,407,-6449
138,390,-6517,407,-6449
138,402,-6517,407,-6449
138,413,-6516,407,-6449
138,423,-6514,407,-6449
138,432,-6511,407,-6449
138,440,-6507,407,-6449
138,447,-6503,407,-6449
138,453,-6498,407,-6449
138,458,-6492,407,-6449
138,462,-6485,407,-6449
138,465,-6484,407,-6449
138,467,-6503,407,-6449
138,468,-6521,407,-6449
138,468,-6538,407,-6449
138,468,-6554,407,-6449
138,466,-6569,407,-6449
138,464,-6583,407,-6449
138,461,-6596,407,-6449
139,458,-6608,407,-6449
139,454,-6619,407,-6449
139,450,-6629,407,-6449
139,445,-6638,407,-6449
139,440,-6646,407,-6449
140,434,-6653,407,-6449
140,429,-6659,407,-6449
140,425,-6664,221,-6731
140,422,-6668,221,-6731
140,420,-6671,221,-6731
140,419,-6673,221,-6731
141,419,-6674,221,-6731
141,419,-6674,221,-6731
141,419,-6673,221,-6731
141,419,-6671,221,-6731
141,419,-6668,221,-6731
141,419,-6664,221,-6731
141,419,-6660,221,-6731
141,419,-6655,407,-6449
141,419,-6649,407,-6449
141,419,-6642,407,-6449
141,419,-6634,407,-6449
141,419,-6625,407,-6449
141,419,-6615,407,-6449
141,419,-6604,407,-6449
141,419,-6592,407,-6449
141,419,-6579,407,-6449
141,419,-6565,407,-6449
141,419,-6550,407,-6449
141,419,-6534,407,-6449
141,419,-6517,407,-6449
141,419,-6499,407,-6449
141,417,-6484,407,-6449
141,415,-6503,407,-6449
141,412,-6521,407,-6449
141,409,-6538,407,-6449
141,405,-6554,407,-6449
141,401,-6569,407,-6449
141,396,-6583,407,-6449
141,391,-6596,407,-6449
141,385,-6608,407,-6449
141,379,-6619,407,-6449
141,372,-6629,221,-6731
141,365,-6638,221,-6731
141,357,-6646,221,-6731
141,349,-6653,221,-6731
141,340,-6659,221,-6731
141,331,-6664,221,-6731
141,321,-6668,221,-6731
141,311,-6671,221,-6731
141,300,-6673,221,-6731
141,289,-6674,221,-6731
141,277,-6674,221,-6731
141,266,-6673,221,-6731
141,256,-6671,221,-6731
141,247,-6668,221,-6731
141,239,-6664,221,-6731
141,232,-6660,221,-6731
141,226,-6655,221,-6731
141,221,-6649,221,-6731
141,217,-6642,221,-6731
141,214,-6634,221,-6731
141,212,-6625,221,-6731
141,211,-6615,221,-6731
141,211,-6604,129,-6526
141,211,-6592,129,-6526
141,211,-6579,129,-6526
141,211,-6565,129,-6526
141,211,-6561,129,-6526
141,211,-6580,129,-6526
141,211,-6598,129,-6526
141,211,-6615,221,-6731
141,211,-6631,221,-6731
141,211,-6646,221,-6731
141,211,-6660,221,-6731
141,211,-6673,221,-6731
141,211,-6685,221,-6731
141,211,-6696,221,-6731
141,211,-6706,221,-6731
141,211,-6715,221,-6731
141,211,-6723,221,-6731
141,211,-6730,221,-6731
142,211,-6736,221,-6731
142,211,-6741,221,-6731
142,211,-6745,221,-6731
142,211,-6748,221,-6731
142,211,-6750,221,-6731
142,211,-6751,221,-6731
142,211,-6751,221,-6731
142,211,-6766,203,-6785
142,211,-6785,203,-6785
143,211,-6803,203,-6785
143,211,-6820,203,-6785
143,211,-6836,228,-6876
143,211,-6851,228,-6876
143,211,-6865,228,-6876
144,211,-6878,228,-6876
144,211,-6890,228,-6876
144,211,-6901,228,-6876
145,211,-6911,228,-6876
145,211,-6920,228,-6876
145,211,-6928,228,-6876
145,211,-6935,228,-6876
145,211,-6941,228,-6876
146,213,-6946,228,-6876
146,216,-6950,228,-6876
146,219,-6953,228,-6876
146,223,-6955,228,-6876
146,227,-6956,228,-6876
146,232,-6956,228,-6876
146,237,-6955,228,-6876
146,241,-6953,228,-6876
146,244,-6950,228,-6876
146,246,-6946,228,-6876
147,247,-6942,228,-6876
147,247,-6937,228,-6876
147,247,-6931,228,-6876
147,247,-6924,228,-6876
147,247,-6916,228,-6876
147,247,-6911,228,-6876
147,247,-6930,228,-6876
147,247,-6948,228,-6876
147,247,-6965,278,-7035
147,247,-6981,278,-7035
147,247,-6996,278,-7035
147,247,-7010,278,-7035
147,247,-7023,278,-7035
147,247,-7035,278,-7035
147,247,-7046,278,-7035
148,247,-7056,278,-7035
148,247,-7065,278,-7035
148,247,-7073,278,-7035
148,247,-7080,278,-7035
148,247,-7086,278,-7035
149,249,-7091,278,-7035
149,252,-7095,278,-7035
149,255,-7098,278,-7035
149,259,-7100,278,-7035
149,263,-7101,278,-7035
149,268,-7101,278,-7035
149,273,-7100,278,-7035
149,279,-7098,278,-7035
149,285,-7095,278,-7035
149,290,-7091,278,-7035
149,294,-7087,278,-7035
149,297,-7082,278,-7035
149,299,-7076,278,-7035
149,300,-7070,278,-7035
149,300,-7089,278,-7035
149,300,-7107,278,-7035
150,300,-7124,278,-7035
150,300,-7140,230,-7217
150,300,-7155,230,-7217
150,300,-7169,230,-7217
150,300,-7182,230,-7217
150,300,-7194,230,-7217
151,300,-7205,230,-7217
151,300,-7215,230,-7217
151,300,-7224,230,-7217
151,300,-7232,230,-7217
151,300,-7239,230,-7217
152,300,-7245,230,-7217
152,300,-7250,230,-7217
152,300,-7254,230,-7217
152,300,-7257,230,-7217
152,300,-7259,230,-7217
152,300,-7260,230,-7217
152,300,-7260,230,-7217
152,300,-7259,230,-7217
152,300,-7257,230,-7217
153,300,-7254,230,-7217
153,300,-7252,230,-7217
153,300,-7271,230,-7217
153,300,-7289,202,-7274
153,300,-7306,202,-7274
153,300,-7322,337,-7406
153,300,-7337,337,-7406
153,300,-7351,337,-7406
154,300,-7364,337,-7406
154,300,-7376,337,-7406
154,300,-7387,337,-7406
154,298,-7397,337,-7406
155,296,-7406,337,-7406
155,293,-7414,337,-7406
155,290,-7421,337,-7406
155,286,-7427,337,-7406
155,283,-7432,337,-7406
156,281,-7436,337,-7406
156,280,-7439,337,-7406
156,280,-7441,337,-7406
156,280,-7442,337,-7406
156,280,-7442,337,-7406
156,280,-7441,337,-7406
156,280,-7439,337,-7406
156,280,-7436,337,-7406
156,280,-7432,337,-7406
156,280,-7428,337,-7406
156,280,-7423,337,-7406
156,280,-7417,337,-7406
156,280,-7410,337,-7406
156,280,-7402,337,-7406
156,280,-7393,337,-7406
156,280,-7383,337,-7406
156,282,-7372,337,-7406
156,285,-7360,337,-7406
156,288,-7347,337,-7406
156,292,-7333,337,-7406
156,296,-7318,337,-7406
156,301,-7309,337,-7406
156,306,-7328,337,-7406
156,312,-7346,337,-7406
156,318,-7363,337,-7406
156,325,-7379,337,-7406
156,332,-7394,337,-7406
156,338,-7408,337,-7406
156,343,-7421,337,-7406
156,347,-7433,337,-7406
156,350,-7444,377,-7471
156,352,-7454,377,-7471
156,353,-7463,377,-7471
156,353,-7471,377,-7471
157,353,-7478,377,-7471
157,353,-7484,377,-7471
157,353,-7489,377,-7471
157,353,-7493,377,-7471
157,353,-7496,377,-7471
157,353,-7498,377,-7471
157,353,-7499,377,-7471
157,353,-7499,377,-7471
157,353,-7506,377,-7471
157,353,-7525,377,-7471
157,353,-7543,377,-7471
158,353,-7560,377,-7471
158,355,-7576,448,-7575
158,358,-7591,448,-7575
158,361,-7605,439,-7643
159,365,-7618,439,-7643
159,369,-7630,439,-7643
159,374,-7641,439,-7643
159,379,-7651,439,-7643
160,385,-7660,439,-7643
160,390,-7668,439,-7643
160,394,-7675,439,-7643
160,397,-7681,439,-7643
160,399,-7686,439,-7643
161,400,-7690,439,-7643
161,400,-7693,439,-7643
161,400,-7695,439,-7643
161,400,-7696,439,-7643
161,400,-7696,439,-7643
161,400,-7695,439,-7643
161,400,-7693,439,-7643
161,400,-7690,439,-7643
161,400,-7686,439,-7643
161,400,-7682,439,-7643
161,400,-7677,439,-7643
161,400,-7671,439,-7643
161,400,-7664,439,-7643
161,400,-7656,439,-7643
161,400,-7647,439,-7643
161,402,-7637,439,-7643
161,405,-7626,439,-7643
161,408,-7614,439,-7643
161,412,-7601,448,-7575
161,416,-7587,448,-7575
161,421,-7572,448,-7575
161,426,-7556,448,-7575
161,432,-7539,448,-7575
161,437,-7521,448,-7575
161,441,-7506,448,-7575
161,444,-7525,448,-7575
161,446,-7543,448,-7575
161,447,-7560,448,-7575
161,447,-7576,448,-7575
161,447,-7591,448,-7575
161,447,-7605,448,-7575
161,447,-7618,439,-7643
161,447,-7630,439,-7643
161,447,-7641,439,-7643
161,447,-7651,439,-7643
161,447,-7660,439,-7643
161,447,-7668,439,-7643
161,447,-7675,439,-7643
161,447,-7681,439,-7643
161,447,-7686,439,-7643
161,447,-7690,439,-7643
161,447,-7693,439,-7643
161,447,-7695,439,-7643
161,447,-7696,439,-7643
161,447,-7696,439,-7643
161,447,-7695,439,-7643
161,447,-7693,439,-7643
161,447,-7690,439,-7643
161,447,-7686,439,-7643
161,447,-7682,439,-7643
161,447,-7678,439,-7643
161,447,-7697,439,-7643
161,447,-7715,439,-7643
161,447,-7732,380,-7769
162,447,-7748,380,-7769
162,447,-7763,380,-7769
162,447,-7777,380,-7769
162,447,-7790,380,-7769
162,447,-7802,380,-7769
163,447,-7813,380,-7769
163,445,-7823,380,-7769
163,443,-7832,380,-7769
163,440,-7840,380,-7769
164,437,-7847,380,-7769
164,433,-7853,380,-7769
164,429,-7858,380,-7769
164,424,-7862,380,-7769
164,419,-7865,380,-7769
164,413,-7867,380,-7769
164,407,-7868,380,-7769
165,401,-7868,380,-7769
165,396,-7867,380,-7769
165,392,-7865,380,-7769
165,389,-7862,380,-7769
165,387,-7858,380,-7769
165,386,-7854,380,-7769
165,386,-7849,380,-7769
165,386,-7843,380,-7769
165,386,-7836,380,-7769
165,386,-7828,380,-7769
165,386,-7819,380,-7769
165,386,-7809,380,-7769
165,386,-7804,380,-7769
165,386,-7823,380,-7769
165,386,-7841,380,-7769
165,386,-7858,380,-7769
165,386,-7874,380,-7769
165,386,-7889,380,-7769
165,386,-7903,380,-7769
165,386,-7916,380,-7769
165,386,-7928,380,-7769
165,386,-7939,380,-7769
166,386,-7949,380,-7769
166,386,-7958,380,-7769
166,386,-7966,380,-7769
166,386,-7973,449,-8156
166,386,-7979,449,-8156
166,386,-7984,449,-8156
167,386,-7988,449,-8156
167,386,-7991,449,-8156
167,386,-7993,449,-8156
167,386,-7994,449,-8156
167,386,-7994,449,-8156
167,386,-7993,449,-8156
167,386,-7991,449,-8156
167,386,-7988,449,-8156
167,386,-7984,449,-8156
167,386,-7980,449,-8156
167,386,-7975,449,-8156
167,386,-7969,449,-8156
167,386,-7962,380,-7769
167,386,-7954,380,-7769
167,386,-7945,380,-7769
167,386,-7935,380,-7769
167,386,-7924,380,-7769
167,386,-7912,380,-7769
167,386,-7899,380,-7769
167,386,-7885,380,-7769
167,386,-7870,380,-7769
167,386,-7854,380,-7769
167,386,-7837,380,-7769
167,386,-7819,380,-7769
167,386,-7804,380,-7769
167,386,-7823,380,-7769
167,386,-7841,380,-7769
167,386,-7858,380,-7769
167,384,-7874,380,-7769
167,382,-7889,380,-7769
167,379,-7903,380,-7769
167,376,-7916,380,-7769
167,372,-7928,380,-7769
167,368,-7939,380,-7769
167,363,-7949,380,-7769
167,358,-7958,380,-7769
167,352,-7966,380,-7769
167,346,-7973,380,-7769
167,339,-7979,449,-8156
167,332,-7984,129,-7963
167,324,-7988,129,-7963
167,316,-7991,129,-7963
167,307,-7993,129,-7963
167,298,-7994,129,-7963
167,288,-7994,129,-7963
167,278,-7993,129,-7963
167,267,-7991,129,-7963
167,256,-7988,129,-7963
167,244,-7984,129,-7963
167,232,-7980,129,-7963
167,219,-7998,449,-8156
167,206,-8017,449,-8156
167,193,-8035,449,-8156
168,181,-8052,449,-8156
168,170,-8068,449,-8156
168,160,-8083,449,-8156
168,151,-8097,449,-8156
168,143,-8110,193,-8413
169,136,-8122,193,-8413
169,130,-8133,193,-8413
169,125,-8143,193,-8413
169,121,-8152,193,-8413
170,118,-8160,193,-8413
170,116,-8167,193,-8413
170,118,-8173,193,-8413
170,121,-8178,193,-8413
170,124,-8182,193,-8413
171,128,-8185,193,-8413
171,132,-8187,193,-8413
171,137,-8188,193,-8413
171,142,-8188,193,-8413
171,148,-8187,193,-8413
171,154,-8185,193,-8413
171,161,-8182,193,-8413
171,168,-8178,193,-8413
171,176,-8174,193,-8413
171,184,-8169,193,-8413
171,193,-8163,193,-8413
171,202,-8156,449,-8156
171,212,-8148,449,-8156
171,222,-8139,449,-8156
171,233,-8129,449,-8156
171,244,-8118,449,-8156
171,256,-8106,449,-8156
171,268,-8093,449,-8156
171,281,-8079,449,-8156
171,294,-8064,449,-8156
171,308,-8048,449,-8156
171,322,-8031,449,-8156
171,337,-8013,449,-8156
171,352,-7994,449,-8156
171,368,-7974,449,-8156
171,384,-7953,449,-8156
171,401,-7931,449,-8156
171,418,-7908,449,-8156
171,436,-7884,449,-8156
171,454,-7859,449,-8156
171,473,-7833,449,-8156
171,492,-7806,449,-8156
171,512,-7778,449,-8156
171,532,-7749,449,-8156
171,551,-7719,449,-8156
171,569,-7688,449,-8156
171,11,-7656,449,-8156
171,27,-7623,449,-8156
171,42,-7589,449,-8156
171,56,-7554,449,-8156
171,69,-7518,449,-8156
171,81,-7481,449,-8156
171,92,-7443,449,-8156
171,102,-7404,449,-8156
171,111,-7364,449,-8156
171,119,-7323,449,-8156
171,126,-7281,449,-8156
171,132,-7238,449,-8156
171,137,-7194,449,-8156
171,141,-7149,449,-8156
171,144,-7103,449,-8156
171,146,-7056,449,-8156
171,147,-7008,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
171,147,-6959,449,-8156
